country,hour,volume_up,price_up,volume_down,price_down
UA,2022-03-01T00:00:00Z,37.038,1378.97,479.121,0.01
UA,2022-03-01T01:00:00Z,56.8,1378.97,482.438,0.01
UA,2022-03-01T02:00:00Z,84.843,1378.97,761.306,0.01
UA,2022-03-01T03:00:00Z,89.97,1378.97,729.696,0.01
UA,2022-03-01T04:00:00Z,151.287,2299.88,626.012,0.41
UA,2022-03-01T05:00:00Z,459.753,2299.96,505.284,1378.97
UA,2022-03-01T06:00:00Z,603.114,2299.97,376,1378.97
UA,2022-03-01T07:00:00Z,761.041,4599.97,339.701,2646.25
UA,2022-03-01T08:00:00Z,1229.904,4599.99,235.87,2646.25
UA,2022-03-01T09:00:00Z,1422.51,4600,53.248,2646.25
UA,2022-03-01T10:00:00Z,1522.469,4600,27.224,2646.25
UA,2022-03-01T11:00:00Z,1378.488,4600,21.071,2646.25
UA,2022-03-01T12:00:00Z,1264.596,4600,25.084,2646.25
UA,2022-03-01T13:00:00Z,1085.032,4600,25.822,2646.25
UA,2022-03-01T14:00:00Z,741.088,4600,28.906,2646.25
UA,2022-03-01T15:00:00Z,720.908,4600,150.279,526.5
UA,2022-03-01T16:00:00Z,635.7,4599.97,152.2,526.5
UA,2022-03-01T17:00:00Z,507.815,4600,51.095,2646.25
UA,2022-03-01T18:00:00Z,211.795,4600,106.037,526.51
UA,2022-03-01T19:00:00Z,301.536,4600,435.052,526.5
UA,2022-03-01T20:00:00Z,153.981,2646.25,275.21,526.5
UA,2022-03-01T21:00:00Z,196.834,2646.25,549.741,342.16
UA,2022-03-01T22:00:00Z,225.882,2646.25,824.072,0.08
UA,2022-03-01T23:00:00Z,635.182,2300,826.069,0.03
UA,2022-03-02T00:00:00Z,394.353,2299.92,372,0.08
UA,2022-03-02T01:00:00Z,277.221,2299.9,467.449,0.01
UA,2022-03-02T02:00:00Z,235.424,2299.91,475,0.01
UA,2022-03-02T03:00:00Z,169.631,2299.9,462.208,0.01
UA,2022-03-02T04:00:00Z,199.64,2299.9,485.88,0.01
UA,2022-03-02T05:00:00Z,223.755,2176.43,455.608,0.01
UA,2022-03-02T06:00:00Z,503.892,1910.63,510,0.01
UA,2022-03-02T07:00:00Z,424.054,3337.56,329.245,0.07
UA,2022-03-02T08:00:00Z,653.39,4599.92,206.24,1492.92
UA,2022-03-02T09:00:00Z,993.07,4599.93,141.561,2646.25
UA,2022-03-02T10:00:00Z,1243.093,4599.94,110,2646.25
UA,2022-03-02T11:00:00Z,1230.767,4599.93,110,2646.25
UA,2022-03-02T12:00:00Z,1171.913,4599.91,110,2646.25
UA,2022-03-02T13:00:00Z,1071.873,4599.91,110,2646.25
UA,2022-03-02T14:00:00Z,984.751,4599.91,118.065,2646.25
UA,2022-03-02T15:00:00Z,982.596,4599.91,110,2646.25
UA,2022-03-02T16:00:00Z,899.92,4599.91,110,2646.25
UA,2022-03-02T17:00:00Z,1073.085,4599.91,154.955,2646.25
UA,2022-03-02T18:00:00Z,887.645,4599.9,189.31,2646.25
UA,2022-03-02T19:00:00Z,852.543,4599.89,183.015,2646.25
UA,2022-03-02T20:00:00Z,540.761,4599.89,152.84,526.5
UA,2022-03-02T21:00:00Z,394.852,2646.25,463.71,0.01
UA,2022-03-02T22:00:00Z,421.41,2646.25,245.927,161.39
UA,2022-03-02T23:00:00Z,277.89,2299.91,189,1378.97
UA,2022-03-03T00:00:00Z,109.227,1378.97,230.93,2.85
UA,2022-03-03T01:00:00Z,78.351,1378.97,233,0.01
UA,2022-03-03T02:00:00Z,98.346,1378.97,279,0.01
UA,2022-03-03T03:00:00Z,264.196,1378.97,293,0.01
UA,2022-03-03T04:00:00Z,243.056,1378.97,429,0.01
UA,2022-03-03T05:00:00Z,236.584,1378.97,448,0.01
UA,2022-03-03T06:00:00Z,365.502,2299.9,516.833,0.01
UA,2022-03-03T07:00:00Z,516.655,2646.25,510.955,526.48
UA,2022-03-03T08:00:00Z,743.624,4038.27,219.127,2646.25
UA,2022-03-03T09:00:00Z,888.476,4599.93,132.484,2646.25
UA,2022-03-03T10:00:00Z,1020.976,4599.92,145.177,2646.25
UA,2022-03-03T11:00:00Z,973.281,4599.93,194.845,2646.25
UA,2022-03-03T12:00:00Z,825.215,4599.93,125.547,2646.25
UA,2022-03-03T13:00:00Z,862.436,4599.93,184.411,2646.25
UA,2022-03-03T14:00:00Z,805.421,4599.93,130.245,2646.25
UA,2022-03-03T15:00:00Z,827.68,4599.93,131.237,2646.25
UA,2022-03-03T16:00:00Z,723.257,3150,167.181,2646.25
UA,2022-03-03T17:00:00Z,766.21,3150,159.742,2646.25
UA,2022-03-03T18:00:00Z,647.678,4599.93,176.411,2646.25
UA,2022-03-03T19:00:00Z,436.529,3150,249.335,2646.25
UA,2022-03-03T20:00:00Z,355.35,3150,205.567,2646.25
UA,2022-03-03T21:00:00Z,313.675,2646.25,433.446,0.08
UA,2022-03-03T22:00:00Z,301.998,2646.25,732.829,0.08
UA,2022-03-03T23:00:00Z,626.661,1966.78,626.617,0.04
UA,2022-03-04T00:00:00Z,167.153,1378.97,212.333,0.01
UA,2022-03-04T01:00:00Z,176.104,2299.92,87,10.01
UA,2022-03-04T02:00:00Z,858.055,2299.99,100.75,1205.73
UA,2022-03-04T03:00:00Z,1008.962,2300,88,1378.97
UA,2022-03-04T04:00:00Z,1011.656,2300,88,1378.97
UA,2022-03-04T05:00:00Z,1066.686,2300,149,1378.97
UA,2022-03-04T06:00:00Z,1467.473,2300,237,1378.97
UA,2022-03-04T07:00:00Z,1484.146,4600,272,2646.25
UA,2022-03-04T08:00:00Z,1777.256,4600,173.18,2646.25
UA,2022-03-04T09:00:00Z,1854.319,4600,125.485,2646.25
UA,2022-03-04T10:00:00Z,1964.545,4600,183.423,2646.25
UA,2022-03-04T11:00:00Z,1510.169,4600,196.573,2646.25
UA,2022-03-04T12:00:00Z,1499.517,4227.78,457.732,2003.79
UA,2022-03-04T13:00:00Z,1704.864,3150,456.499,2007.78
UA,2022-03-04T14:00:00Z,1691.1,2796.11,665.849,526.52
UA,2022-03-04T15:00:00Z,1863.981,3150,721.219,526.5
UA,2022-03-04T16:00:00Z,1775.226,4599.94,753.613,833.1
UA,2022-03-04T17:00:00Z,1200.3,2742.66,594.824,526.51
UA,2022-03-04T18:00:00Z,1340.112,3150,528.266,963.88
UA,2022-03-04T19:00:00Z,1211.701,3150,807.611,526.48
UA,2022-03-04T20:00:00Z,1400.189,2646.25,756.085,526.51
UA,2022-03-04T21:00:00Z,1188.344,3097.16,635.785,1336.68
UA,2022-03-04T22:00:00Z,1019.51,2646.25,516.715,114.22
UA,2022-03-04T23:00:00Z,1227.093,1378.97,668,0.01
UA,2022-03-05T00:00:00Z,765.279,1378.97,477.805,0.01
UA,2022-03-05T01:00:00Z,721.631,1378.97,442.602,0.01
UA,2022-03-05T02:00:00Z,547.58,1378.97,485.054,0.01
UA,2022-03-05T03:00:00Z,488.684,1378.97,457.996,0.01
UA,2022-03-05T04:00:00Z,503.186,1378.97,459.036,0.01
UA,2022-03-05T05:00:00Z,640.92,1378.97,405.511,0.01
UA,2022-03-05T06:00:00Z,1023.524,1837.43,523.505,0.01
UA,2022-03-05T07:00:00Z,752.994,4599.9,369.185,0.01
UA,2022-03-05T08:00:00Z,895.085,4599.98,300.167,2646.25
UA,2022-03-05T09:00:00Z,905.986,4599.92,256.482,2646.25
UA,2022-03-05T10:00:00Z,803.538,4596.97,48.681,2646.25
UA,2022-03-05T11:00:00Z,992.154,4599.91,99.962,2646.25
UA,2022-03-05T12:00:00Z,1316.072,4599.91,103.225,2646.25
UA,2022-03-05T13:00:00Z,1307.979,4599.91,103.064,2646.25
UA,2022-03-05T14:00:00Z,1338.717,4599.94,132.107,2646.25
UA,2022-03-05T15:00:00Z,1363.376,4599.98,148.366,2646.25
UA,2022-03-05T16:00:00Z,1219.405,3671.12,109.184,2646.25
UA,2022-03-05T17:00:00Z,1353.099,4599.93,175.487,2646.25
UA,2022-03-05T18:00:00Z,1138.846,4599.93,183.006,2646.25
UA,2022-03-05T19:00:00Z,1152.127,4599.95,219.637,2646.25
UA,2022-03-05T20:00:00Z,1031.286,4599.91,292.68,2646.25
UA,2022-03-05T21:00:00Z,954.883,2646.25,448.716,2646.25
UA,2022-03-05T22:00:00Z,1069.016,4599.9,653.37,147.72
UA,2022-03-05T23:00:00Z,1243.729,2100.37,603.624,1378.97
UA,2022-03-06T00:00:00Z,1462.616,1612.95,398.741,0.01
UA,2022-03-06T01:00:00Z,166.271,1712.79,620.108,0.01
UA,2022-03-06T02:00:00Z,298.429,1972.78,736.16,0.01
UA,2022-03-06T03:00:00Z,251.534,1911.8,754.356,0.01
UA,2022-03-06T04:00:00Z,194.398,1378.97,738.48,0.01
UA,2022-03-06T05:00:00Z,274.77,1944.62,620.572,0.01
UA,2022-03-06T06:00:00Z,393.804,2052.02,450.197,0.01
UA,2022-03-06T07:00:00Z,313.643,3952.09,535.482,0.01
UA,2022-03-06T08:00:00Z,241.421,2646.25,528.611,0.01
UA,2022-03-06T09:00:00Z,205.262,2646.25,522.603,0.01
UA,2022-03-06T10:00:00Z,189.516,2646.25,433.45,0.01
UA,2022-03-06T11:00:00Z,286.383,3890.43,394.302,0.01
UA,2022-03-06T12:00:00Z,354.85,4599.9,513.195,55
UA,2022-03-06T13:00:00Z,376.833,2646.25,520.31,0.01
UA,2022-03-06T14:00:00Z,354.917,2646.25,483.625,55
UA,2022-03-06T15:00:00Z,482.773,4599.91,358.872,2646.25
UA,2022-03-06T16:00:00Z,746.945,4599.92,344.262,2646.25
UA,2022-03-06T17:00:00Z,1018.795,4599.93,243.338,2646.25
UA,2022-03-06T18:00:00Z,1349.386,4599.95,245.114,2646.25
UA,2022-03-06T19:00:00Z,1378.126,4599.94,272.513,2646.25
UA,2022-03-06T20:00:00Z,1226.255,4599.94,314.982,2646.25
UA,2022-03-06T21:00:00Z,1112.64,4599.92,557.604,1884.07
UA,2022-03-06T22:00:00Z,970.141,4154.88,860.57,0.01
UA,2022-03-06T23:00:00Z,791.074,2032.16,647.667,0.03
UA,2022-03-07T00:00:00Z,334.091,1663.15,456.837,0.01
UA,2022-03-07T01:00:00Z,255.275,1378.97,502,0.01
UA,2022-03-07T02:00:00Z,324.886,1378.97,653.604,0.01
UA,2022-03-07T03:00:00Z,311.309,1378.97,697.659,0.01
UA,2022-03-07T04:00:00Z,346.758,1378.97,749.881,0.01
UA,2022-03-07T05:00:00Z,406.331,1778.62,683.4,0.01
UA,2022-03-07T06:00:00Z,721.113,2003.63,668,0.01
UA,2022-03-07T07:00:00Z,751.536,4599.92,604.166,2281.98
UA,2022-03-07T08:00:00Z,836.343,4599.93,477.506,2646.25
UA,2022-03-07T09:00:00Z,925.157,4599.93,393.186,2646.25
UA,2022-03-07T10:00:00Z,889.385,4599.92,417.337,2646.25
UA,2022-03-07T11:00:00Z,627.697,4599.91,441.321,2646.25
UA,2022-03-07T12:00:00Z,792.494,3810.64,459.559,0.01
UA,2022-03-07T13:00:00Z,957.112,4599.92,288.307,2646.25
UA,2022-03-07T14:00:00Z,1215.229,4599.93,296.296,2646.25
UA,2022-03-07T15:00:00Z,1248.146,4600,326.904,2646.25
UA,2022-03-07T16:00:00Z,1176.41,4600,215.499,2646.25
UA,2022-03-07T17:00:00Z,1192.059,4600,193.737,2646.25
UA,2022-03-07T18:00:00Z,1454.92,4600,93.231,2646.25
UA,2022-03-07T19:00:00Z,1480.294,4600,120.18,2646.25
UA,2022-03-07T20:00:00Z,1175.648,4599.98,193.051,2646.25
UA,2022-03-07T21:00:00Z,806.856,4599.91,173.562,2646.25
UA,2022-03-07T22:00:00Z,391.417,4599.9,199.343,55
UA,2022-03-07T23:00:00Z,297.704,1378.97,226.511,50.33
UA,2022-03-08T00:00:00Z,315.689,1378.97,287.534,0.02
UA,2022-03-08T01:00:00Z,255.658,1378.97,516.265,0.01
UA,2022-03-08T02:00:00Z,378.101,1739.7,462.068,0.02
UA,2022-03-08T03:00:00Z,350.709,1695.94,577.424,0.02
UA,2022-03-08T04:00:00Z,343.599,1378.97,582.096,0.02
UA,2022-03-08T05:00:00Z,472.03,1851.18,555.021,0.02
UA,2022-03-08T06:00:00Z,602.57,2299.97,333.855,1378.97
UA,2022-03-08T07:00:00Z,655.212,4600,408.344,2646.25
UA,2022-03-08T08:00:00Z,774.239,4600,314.035,2646.25
UA,2022-03-08T09:00:00Z,687.282,4599.27,395.11,2646.25
UA,2022-03-08T10:00:00Z,399.701,2646.25,560.964,29.06
UA,2022-03-08T11:00:00Z,503.131,2646.25,564.465,0.02
UA,2022-03-08T12:00:00Z,499.603,2646.25,552.303,0.01
UA,2022-03-08T13:00:00Z,369.719,2646.25,570.935,0.02
UA,2022-03-08T14:00:00Z,515.702,2646.25,575.66,0.02
UA,2022-03-08T15:00:00Z,474.262,4599.9,312.457,2646.25
UA,2022-03-08T16:00:00Z,668.862,2646.25,155.928,2646.25
UA,2022-03-08T17:00:00Z,1072.5,4599.95,48.933,2646.25
UA,2022-03-08T18:00:00Z,1446.69,4600,39.232,2646.25
UA,2022-03-08T19:00:00Z,1441.243,4600,58.51,2646.25
UA,2022-03-08T20:00:00Z,1099.785,4599.98,74.59,2646.25
UA,2022-03-08T21:00:00Z,664.52,4599.92,66.604,2646.25
UA,2022-03-08T22:00:00Z,485.234,4599.91,248.972,0.08
UA,2022-03-08T23:00:00Z,461.802,1837.24,205.18,0.06
UA,2022-03-09T00:00:00Z,297.391,1378.97,256.5,0.08
UA,2022-03-09T01:00:00Z,287.071,1378.97,603.102,0.03
UA,2022-03-09T02:00:00Z,350.532,1378.97,675.291,0.01
UA,2022-03-09T03:00:00Z,310.248,1378.97,691.028,0.01
UA,2022-03-09T04:00:00Z,338.491,1378.97,669.256,0.01
UA,2022-03-09T05:00:00Z,583.306,1936.79,439.912,0.01
UA,2022-03-09T06:00:00Z,920.13,2299.97,382.092,973.64
UA,2022-03-09T07:00:00Z,911.901,4600,426.209,2646.25
UA,2022-03-09T08:00:00Z,889.093,4600,421.589,2646.25
UA,2022-03-09T09:00:00Z,523.246,4598.25,510.247,105
UA,2022-03-09T10:00:00Z,372.316,2646.25,666.737,0.01
UA,2022-03-09T11:00:00Z,422.514,2646.25,545.4,0.01
UA,2022-03-09T12:00:00Z,374.816,2646.25,548.679,0.01
UA,2022-03-09T13:00:00Z,481.218,2646.25,502.402,0.01
UA,2022-03-09T14:00:00Z,473.959,2646.25,488.331,0.01
UA,2022-03-09T15:00:00Z,667.01,3814.95,365.161,0.01
UA,2022-03-09T16:00:00Z,905.806,4599.93,210.086,2646.25
UA,2022-03-09T17:00:00Z,1010.275,4599.93,196.603,2646.25
UA,2022-03-09T18:00:00Z,1737.689,4599.97,231.948,2646.25
UA,2022-03-09T19:00:00Z,1571.25,4599.97,298.575,2646.25
UA,2022-03-09T20:00:00Z,1310.344,4599.8,396.87,0.01
UA,2022-03-09T21:00:00Z,994.73,3446.99,458.386,0.01
UA,2022-03-09T22:00:00Z,718.428,2646.25,445.7,0.01
UA,2022-03-09T23:00:00Z,603.816,1378.97,578.987,0.01
UA,2022-03-10T00:00:00Z,531.306,1378.97,704.076,0.03
UA,2022-03-10T01:00:00Z,536.076,1378.97,798.375,0.05
UA,2022-03-10T02:00:00Z,520.404,1378.97,856.705,0.05
UA,2022-03-10T03:00:00Z,534.54,1378.97,883.018,0.05
UA,2022-03-10T04:00:00Z,533.052,1378.97,865.002,0.05
UA,2022-03-10T05:00:00Z,580.225,1378.97,819.067,0.01
UA,2022-03-10T06:00:00Z,699.231,1378.97,673.386,0.04
UA,2022-03-10T07:00:00Z,688.6,2646.25,666,0.05
UA,2022-03-10T08:00:00Z,841.515,2646.25,615.774,0.05
UA,2022-03-10T09:00:00Z,872.994,2646.25,788.715,0.04
UA,2022-03-10T10:00:00Z,847.871,2646.25,798.359,0.01
UA,2022-03-10T11:00:00Z,793.388,2646.25,571.907,0.01
UA,2022-03-10T12:00:00Z,872.718,2646.25,457.128,0.02
UA,2022-03-10T13:00:00Z,994.882,2646.25,446.163,0.02
UA,2022-03-10T14:00:00Z,1003.137,2646.25,460.017,0.02
UA,2022-03-10T15:00:00Z,987.718,2646.25,518.718,0.01
UA,2022-03-10T16:00:00Z,965.143,3388.41,491.683,0.01
UA,2022-03-10T17:00:00Z,1266.147,3453.46,393.692,0.01
UA,2022-03-10T18:00:00Z,1389.651,4599.91,122.909,2646.25
UA,2022-03-10T19:00:00Z,1318.512,4599.95,146.299,2646.25
UA,2022-03-10T20:00:00Z,1060.704,4599.93,210.78,2646.25
UA,2022-03-10T21:00:00Z,928.672,4599.93,303.348,2646.25
UA,2022-03-10T22:00:00Z,475.629,4599.9,414.552,0.01
UA,2022-03-10T23:00:00Z,399.057,1378.97,317,0.01
UA,2022-03-11T00:00:00Z,455.44,1378.97,145,0.02
UA,2022-03-11T01:00:00Z,355.105,1378.97,285.619,0.01
UA,2022-03-11T02:00:00Z,489.102,1378.97,212.5,0.03
UA,2022-03-11T03:00:00Z,519.481,1893.93,233,0.03
UA,2022-03-11T04:00:00Z,513.142,2299.89,148,0.03
UA,2022-03-11T05:00:00Z,737.05,1600,179.056,1378.97
UA,2022-03-11T06:00:00Z,740.99,1378.97,106,513.8
UA,2022-03-11T07:00:00Z,587.162,2646.25,387.986,0.03
UA,2022-03-11T08:00:00Z,633.888,2646.25,700.182,403.01
UA,2022-03-11T09:00:00Z,699.825,2646.25,833.13,0.02
UA,2022-03-11T10:00:00Z,900.862,2646.25,796.817,0.01
UA,2022-03-11T11:00:00Z,797.672,2646.25,666.38,0.01
UA,2022-03-11T12:00:00Z,766.856,2646.25,491.14,0.01
UA,2022-03-11T13:00:00Z,882.213,2646.25,515.62,0.01
UA,2022-03-11T14:00:00Z,886.751,2646.25,619.025,0.01
UA,2022-03-11T15:00:00Z,947.686,2646.25,763.156,0.01
UA,2022-03-11T16:00:00Z,1176.184,2646.25,771.496,0.01
UA,2022-03-11T17:00:00Z,1256.538,3174.16,534.062,0.01
UA,2022-03-11T18:00:00Z,1489.158,4599.92,356.297,2646.25
UA,2022-03-11T19:00:00Z,1401.758,4599.94,235.507,2646.25
UA,2022-03-11T20:00:00Z,1201.426,4599.92,279.613,2646.25
UA,2022-03-11T21:00:00Z,952.001,4599.91,241.381,2646.25
UA,2022-03-11T22:00:00Z,808.15,4599.9,248.648,7.54
UA,2022-03-11T23:00:00Z,830.791,1378.97,225,0.01
UA,2022-03-12T00:00:00Z,796.706,1378.97,101,0.04
UA,2022-03-12T01:00:00Z,704.545,1378.97,108.25,0.01
UA,2022-03-12T02:00:00Z,764.014,1378.97,184.75,0.01
UA,2022-03-12T03:00:00Z,831.033,1378.97,127,0.01
UA,2022-03-12T04:00:00Z,850.381,1704.27,124,0.01
UA,2022-03-12T05:00:00Z,895.037,1732.96,175,0.01
UA,2022-03-12T06:00:00Z,945.883,1378.97,178,0.01
UA,2022-03-12T07:00:00Z,783.58,2646.25,574.395,10.6
UA,2022-03-12T08:00:00Z,1048.053,2646.25,969.4,0.01
UA,2022-03-12T09:00:00Z,1002.656,2646.25,1207.533,0.01
UA,2022-03-12T10:00:00Z,1018.562,2646.25,1263,0.01
UA,2022-03-12T11:00:00Z,956.19,2646.25,1241.357,0.01
UA,2022-03-12T12:00:00Z,925.4140000000002,2646.25,1256.279,0.01
UA,2022-03-12T13:00:00Z,964.542,2646.25,1277,0.01
UA,2022-03-12T14:00:00Z,991.558,2646.25,1180.333,0.05
UA,2022-03-12T15:00:00Z,944.944,2646.25,946.867,0.05
UA,2022-03-12T16:00:00Z,1159.21,2646.25,961.108,0.04
UA,2022-03-12T17:00:00Z,1448.86,3181.39,626.736,0.01
UA,2022-03-12T18:00:00Z,1716.137,4599.99,436.031,2646.25
UA,2022-03-12T19:00:00Z,1665.056,4599.98,421.627,2646.25
UA,2022-03-12T20:00:00Z,1437.99,4599.98,442.521,2646.25
UA,2022-03-12T21:00:00Z,1089.338,4599.96,259,2646.25
UA,2022-03-12T22:00:00Z,848.651,4599.92,300.65,526.51
UA,2022-03-12T23:00:00Z,852.156,2299.91,184,513.83
UA,2022-03-13T00:00:00Z,753.129,1378.97,297,0.05
UA,2022-03-13T01:00:00Z,677.704,1378.97,380,0.05
UA,2022-03-13T02:00:00Z,634.709,1378.97,357,0.05
UA,2022-03-13T03:00:00Z,699.348,1641.48,463.754,0.05
UA,2022-03-13T04:00:00Z,624.043,1378.97,457,0.05
UA,2022-03-13T05:00:00Z,846.354,1748.23,566.667,0.05
UA,2022-03-13T06:00:00Z,899.375,1785.88,614.273,0.05
UA,2022-03-13T07:00:00Z,703.327,2646.25,689.847,0.05
UA,2022-03-13T08:00:00Z,823.161,2646.25,1052.997,0.01
UA,2022-03-13T09:00:00Z,804.986,2646.25,1205.574,0.01
UA,2022-03-13T10:00:00Z,816.645,2646.25,1207.91,0.01
UA,2022-03-13T11:00:00Z,792.86,2646.25,1092.57,0.05
UA,2022-03-13T12:00:00Z,752.717,2646.25,1022.205,0.05
UA,2022-03-13T13:00:00Z,736.423,2646.25,983.391,0.05
UA,2022-03-13T14:00:00Z,822.409,2646.25,1005.126,0.05
UA,2022-03-13T15:00:00Z,797.047,2646.25,963.444,0.05
UA,2022-03-13T16:00:00Z,1144.497,2646.25,968.471,0.01
UA,2022-03-13T17:00:00Z,1050.688,4597,338.151,984.1
UA,2022-03-13T18:00:00Z,1094.756,4597,153.157,2646.25
UA,2022-03-13T19:00:00Z,904.2890000000002,4591,145.552,2646.25
UA,2022-03-13T20:00:00Z,673.26,4591,192.822,526.49
UA,2022-03-13T21:00:00Z,569.687,4591,250.966,526.51
UA,2022-03-13T22:00:00Z,579.894,4599.9,207.35,199.77
UA,2022-03-13T23:00:00Z,633.826,1721.86,370.233,0.05
UA,2022-03-14T00:00:00Z,746.356,1378.97,935.856,0.01
UA,2022-03-14T01:00:00Z,776.292,1378.97,924.354,0.05
UA,2022-03-14T02:00:00Z,793.714,1378.97,925,0.05
UA,2022-03-14T03:00:00Z,754.019,1378.97,952.3,0.05
UA,2022-03-14T04:00:00Z,770.516,1378.97,968.305,0.05
UA,2022-03-14T05:00:00Z,763.541,1871.73,956,0.05
UA,2022-03-14T06:00:00Z,659.338,2299.9,830.05,0.01
UA,2022-03-14T07:00:00Z,524.614,4595.56,1027.656,1955.94
UA,2022-03-14T08:00:00Z,600.359,2646.25,1439.497,0.06
UA,2022-03-14T09:00:00Z,623.969,2646.25,1705.65,0.01
UA,2022-03-14T10:00:00Z,668.671,2646.25,1722.428,0.01
UA,2022-03-14T11:00:00Z,628.032,2646.25,1585.68,0.01
UA,2022-03-14T12:00:00Z,603.501,2646.25,1437.928,0.06
UA,2022-03-14T13:00:00Z,590.38,2646.25,1442.961,0.06
UA,2022-03-14T14:00:00Z,571.071,2646.25,1440.813,0.02
UA,2022-03-14T15:00:00Z,664.014,2646.25,1455.466,0.06
UA,2022-03-14T16:00:00Z,763.457,2646.25,1519.371,0.01
UA,2022-03-14T17:00:00Z,951.7410000000002,4595,1202.043,55
UA,2022-03-14T18:00:00Z,861.325,4595,671.95,1507.62
UA,2022-03-14T19:00:00Z,815.109,4595,557.661,1625.04
UA,2022-03-14T20:00:00Z,672.59,4591,702.595,1386.35
UA,2022-03-14T21:00:00Z,577.312,4599.93,590.5,111.44
UA,2022-03-14T22:00:00Z,566.154,3300.35,677.952,0.02
UA,2022-03-14T23:00:00Z,608.672,1378.97,659.667,0.03
UA,2022-03-15T00:00:00Z,586.505,1679.94,1089.133,0.01
UA,2022-03-15T01:00:00Z,553.417,1656.18,1123.467,0.01
UA,2022-03-15T02:00:00Z,621.689,1735.51,1228.365,0.01
UA,2022-03-15T03:00:00Z,565.975,1704.36,1247.961,0.01
UA,2022-03-15T04:00:00Z,586.817,1725.51,1268.809,0.01
UA,2022-03-15T05:00:00Z,648.049,1779.78,1234.422,0.01
UA,2022-03-15T06:00:00Z,616.811,1378.97,1191.033,0.08
UA,2022-03-15T07:00:00Z,499.078,2646.25,1579.492,0.06
UA,2022-03-15T08:00:00Z,522.976,2646.25,1774.803,0.01
UA,2022-03-15T09:00:00Z,523.191,2646.25,2182.736,0.01
UA,2022-03-15T10:00:00Z,494.949,2646.25,2057.32,0.01
UA,2022-03-15T11:00:00Z,529.56,2646.25,1923.696,0.01
UA,2022-03-15T12:00:00Z,540.281,2646.25,1788.234,0.01
UA,2022-03-15T13:00:00Z,620.254,2646.25,1690.3,0.01
UA,2022-03-15T14:00:00Z,568.568,2646.25,1615.646,0.01
UA,2022-03-15T15:00:00Z,608.054,2646.25,1719.078,0.01
UA,2022-03-15T16:00:00Z,644.1,2646.25,1950.33,0.01
UA,2022-03-15T17:00:00Z,816.057,2646.25,1765.779,0.01
UA,2022-03-15T18:00:00Z,737.384,2646.25,1212.379,0.01
UA,2022-03-15T19:00:00Z,760.588,2646.25,1067.599,0.01
UA,2022-03-15T20:00:00Z,606.121,2646.25,952.293,0.01
UA,2022-03-15T21:00:00Z,499.28,2646.25,1232.239,0.01
UA,2022-03-15T22:00:00Z,524.652,2646.25,1510.882,0.01
UA,2022-03-15T23:00:00Z,642.46,1378.97,1676.035,0.01
UA,2022-03-16T00:00:00Z,487.972,1378.97,1478.486,0.01
UA,2022-03-16T01:00:00Z,471.164,1378.97,1531.537,0.01
UA,2022-03-16T02:00:00Z,498.152,1378.97,1448.994,0.01
UA,2022-03-16T03:00:00Z,478.987,1378.97,1452,0.01
UA,2022-03-16T04:00:00Z,542.357,1378.97,1475,0.01
UA,2022-03-16T05:00:00Z,595.261,1378.97,1591.433,0.01
UA,2022-03-16T06:00:00Z,604.449,1378.97,1644,0.01
UA,2022-03-16T07:00:00Z,563.821,2646.25,2214.088,0.01
UA,2022-03-16T08:00:00Z,754.089,2646.25,2319.185,0.01
UA,2022-03-16T09:00:00Z,821.428,2646.25,2251.309,0.01
UA,2022-03-16T10:00:00Z,806.275,2646.25,2135.606,0.01
UA,2022-03-16T11:00:00Z,830.399,2646.25,1980.785,0.01
UA,2022-03-16T12:00:00Z,896.586,2646.25,1993.229,0.01
UA,2022-03-16T13:00:00Z,1013.96,2646.25,2124.746,0.01
UA,2022-03-16T14:00:00Z,959.964,2646.25,2041.348,0.01
UA,2022-03-16T15:00:00Z,886.274,2646.25,1839.477,0.01
UA,2022-03-16T16:00:00Z,971.139,2646.25,1758.3,0.01
UA,2022-03-16T17:00:00Z,899.867,2646.25,1521.576,0.01
UA,2022-03-16T18:00:00Z,1355.215,3253.86,1480.513,0.01
UA,2022-03-16T19:00:00Z,1575.438,3263.14,1465.704,0.01
UA,2022-03-16T20:00:00Z,1256.121,3039.93,1419.988,0.01
UA,2022-03-16T21:00:00Z,1031.313,3122.33,1437.956,0.01
UA,2022-03-16T22:00:00Z,740.273,2646.25,1402.166,0.01
UA,2022-03-16T23:00:00Z,711.479,1378.97,1292,0.04
UA,2022-03-17T00:00:00Z,704.597,1378.97,1222.602,0.01
UA,2022-03-17T01:00:00Z,869.372,1740.07,1509.83,0.01
UA,2022-03-17T02:00:00Z,899.268,1771.48,1464.945,0.01
UA,2022-03-17T03:00:00Z,903.226,1773.79,1439.457,0.01
UA,2022-03-17T04:00:00Z,937.994,1793.3,1431.437,0.01
UA,2022-03-17T05:00:00Z,823.449,1721.7,1141,0.01
UA,2022-03-17T06:00:00Z,672.165,1562.11,1123.633,0.01
UA,2022-03-17T07:00:00Z,610.835,2646.25,2065.091,0.01
UA,2022-03-17T08:00:00Z,674.441,2646.25,2646.13,0.01
UA,2022-03-17T09:00:00Z,669.313,2646.25,2772.565,0.01
UA,2022-03-17T10:00:00Z,645.561,2646.25,2904.49,0.01
UA,2022-03-17T11:00:00Z,693.425,2646.25,3029.498,0.01
